ptop1,ptop2,id
.227,.227,32
0,0,32
.70200002,.70200002,32
.37200001,.37200001,32
.227,.227,32
0,0,32
0,0,32
.847,.847,32
.87099999,.87099999,32
0,0,32
0,0,32
0,0,32
.37200001,.37200001,32
0,0,32
.30700001,.30700001,32
.082000002,.082000002,33
.0049999999,.0049999999,33
0,0,33
.0049999999,.0049999999,33
.059999999,.059999999,33
.117,.117,33
0,0,33
.0020000001,.0020000001,33
.014,.014,33
.059999999,.059999999,33
.0049999999,.0049999999,33
.012,.012,33
.012,.012,33
0,0,33
0,0,33
.059999999,.059999999,33
0,0,33
.012,.012,33
0,0,33
.014,.014,33
0,0,33
.014,.014,33
0,0,33
.0049999999,.0049999999,33
.014,.014,33
.014,.014,33
0,0,33
.117,.117,33
.014,.014,33
.012,.012,33
0,0,33
.024,.024,33
.117,.117,33
.0049999999,.0049999999,33
.014,.014,33
.012,.012,33
.082000002,.082000002,33
.014,.014,33
.012,.012,33
.0049999999,.0049999999,33
0,0,33
.014,.014,33
.059999999,.059999999,33
0,0,33
0,0,33
.012,.012,33
.0049999999,.0049999999,33
.059999999,.059999999,33
.012,.012,33
0,0,33
.082000002,.082000002,33
0,0,33
.014,.014,33
.012,.012,33
.082000002,.082000002,33
.014,.014,33
0,0,33
.0049999999,.0049999999,33
0,0,33
.012,.012,33
.018999999,.018999999,33
.014,.014,33
.014,.014,33
.0049999999,.0049999999,33
.117,.117,33
.059999999,.059999999,33
.0049999999,.0049999999,33
.012,.012,33
.003,.003,33
0,0,33
.117,.117,33
.0049999999,.0049999999,33
.012,.012,33
.014,.014,33
0,0,33
0,0,33
.0049999999,.0049999999,33
0,0,33
.0049999999,.0049999999,33
.0049999999,.0049999999,33
0,0,33
0,0,33
.012,.012,33
.0049999999,.0049999999,33
.0020000001,.0020000001,33
.0049999999,.0049999999,33
.082000002,.082000002,33
.003,.003,33
.082000002,.082000002,33
.082000002,.082000002,33
.012,.012,33
.059999999,.059999999,33
.117,.117,33
.012,.012,33
0,0,33
0,0,33
0,0,33
0,0,33
.117,.117,33
0,0,34
.23800001,.23800001,34
0,0,34
.34400001,.34400001,34
0,0,34
.012,.012,34
.54500002,.54500002,34
.001,.001,34
0,0,34
.30599999,.30599999,34
0,0,34
.64200002,.64200002,34
.075999998,.075999998,34
.25999999,.25999999,34
.015,.015,34
.054000001,.054000001,34
.021,.021,34
.015,.015,34
.014,.014,34
.153,.153,34
0,0,34
.064999998,.064999998,34
.0060000001,.0060000001,34
.017999999,.017999999,34
.02,.02,34
.056000002,.056000002,34
.012,.012,34
0,0,34
0,0,34
.025,.025,34
.012,.012,34
0,0,34
0,0,34
0,0,34
.47299999,.47299999,34
.012,.012,34
.096000001,.096000001,34
